,Repository_Name,Owner,Description,URL,Programming_Language,Creation_Date,Last_Updated_Date,Number_of_Stars,Number_of_Forks,Number_of_Open_Issues,License_Type
10,nlp-recipes,microsoft,Natural Language Processing Best Practices & Examples,https://github.com/microsoft/nlp-recipes,Python,2019-04-05T17:42:41Z,2024-10-05T20:03:52Z,6367,918,67,MIT License
11,Deeplearning.ai-Natural-Language-Processing-Specialization,ibrahimjelliti,This repository contains my full work and notes on Coursera's NLP Specialization (Natural Language Processing) taught by the instructor Younes Bensouda Mourri and Łukasz Kaiser offered by deeplearning.ai,https://github.com/ibrahimjelliti/Deeplearning.ai-Natural-Language-Processing-Specialization,Jupyter Notebook,2020-06-17T23:40:16Z,2024-10-03T14:14:00Z,721,488,0,GNU General Public License v3.0
12,Transformers-for-Natural-Language-Processing,PacktPublishing,"Transformers for Natural Language Processing, published by Packt",https://github.com/PacktPublishing/Transformers-for-Natural-Language-Processing,Jupyter Notebook,2021-01-18T06:57:03Z,2024-09-27T08:29:26Z,546,351,4,
13,Natural-Language-Processing,krishnaik06,,https://github.com/krishnaik06/Natural-Language-Processing,Python,2019-01-01T17:03:58Z,2024-09-07T10:18:15Z,235,250,6,
14,speech-language-processing,edobashira,A curated list of speech and natural language processing resources,https://github.com/edobashira/speech-language-processing,,2014-07-30T20:18:53Z,2024-10-04T15:48:51Z,2189,292,20,
15,coursera-natural-language-processing-specialization,amanchadha,Programming assignments from all courses in the Coursera Natural Language Processing Specialization offered by deeplearning.ai.,https://github.com/amanchadha/coursera-natural-language-processing-specialization,Jupyter Notebook,2020-07-10T00:43:20Z,2024-10-06T08:51:31Z,320,321,3,MIT License
16,Natural-Language-Processing-Tutorials,Jcharis,Natural Language Processing Tutorials(NLP) with Julia and Python,https://github.com/Jcharis/Natural-Language-Processing-Tutorials,Jupyter Notebook,2018-04-28T06:20:10Z,2024-10-03T12:42:53Z,238,265,4,
17,spark-nlp,JohnSnowLabs,State of the Art Natural Language Processing,https://github.com/JohnSnowLabs/spark-nlp,Scala,2017-09-24T19:36:44Z,2024-10-04T19:11:16Z,3826,710,36,Apache License 2.0
18,awesome-nlp,keon,:book: A curated list of resources dedicated to Natural Language Processing (NLP),https://github.com/keon/awesome-nlp,,2015-12-01T11:11:33Z,2024-10-06T09:42:18Z,16528,2569,9,Creative Commons Zero v1.0 Universal
19,nlp-in-python-tutorial,adashofdata,comparing stand up comedians using natural language processing,https://github.com/adashofdata/nlp-in-python-tutorial,Jupyter Notebook,2018-07-24T15:48:27Z,2024-09-19T23:43:37Z,1705,1357,1,
20,Python_Natural_Language_Processing,milaan9,This repository consists of a complete guide on natural language processing (NLP) in Python where we'll learn various techniques for implementing NLP including parsing & text processing and understand how to use NLP for text feature engineering.,https://github.com/milaan9/Python_Natural_Language_Processing,Jupyter Notebook,2021-11-08T09:50:44Z,2024-09-06T13:34:04Z,191,173,0,MIT License
21,notebooks,nlp-with-transformers,Jupyter notebooks for the Natural Language Processing with Transformers book,https://github.com/nlp-with-transformers/notebooks,Jupyter Notebook,2021-10-28T08:18:30Z,2024-10-05T10:26:23Z,3846,1195,89,Apache License 2.0
22,flair,flairNLP,A very simple framework for state-of-the-art Natural Language Processing (NLP),https://github.com/flairNLP/flair,Python,2018-06-11T11:04:18Z,2024-10-06T08:22:42Z,13855,2095,113,Other
23,aws-machine-learning-university-accelerated-nlp,aws-samples,Machine Learning University: Accelerated Natural Language Processing Class,https://github.com/aws-samples/aws-machine-learning-university-accelerated-nlp,Jupyter Notebook,2020-08-07T00:40:22Z,2024-10-05T16:59:29Z,2331,610,3,Other
24,Natural-Language-Processing-with-TensorFlow,PacktPublishing,"Natural Language Processing with TensorFlow, published by Packt",https://github.com/PacktPublishing/Natural-Language-Processing-with-TensorFlow,Jupyter Notebook,2018-05-31T05:25:23Z,2024-07-30T06:05:26Z,270,164,2,MIT License
25,NLP-Natural-Language-Processing,ElizaLo,Projects and useful articles / links,https://github.com/ElizaLo/NLP-Natural-Language-Processing,Jupyter Notebook,2019-05-24T21:38:44Z,2024-10-03T12:19:51Z,366,78,1,MIT License
26,Hands-On-Natural-Language-Processing-with-Python,bijoyandas,"This repository is for my students of Udemy. You can find all lecture codes along with mentioned files for reading in here. So, feel free to clone it and if you have any problem just raise a question.",https://github.com/bijoyandas/Hands-On-Natural-Language-Processing-with-Python,Python,2018-03-26T11:10:42Z,2024-09-24T21:01:44Z,177,242,4,MIT License
27,Natural_Language_Processing_with_Transformers,hellotransformers,Natural Language Processing with Transformers 中译本，最权威Transformers教程,https://github.com/hellotransformers/Natural_Language_Processing_with_Transformers,,2022-02-12T03:40:36Z,2024-10-06T08:10:13Z,372,89,0,
28,pythainlp,PyThaiNLP,Thai Natural Language Processing in Python.,https://github.com/PyThaiNLP/pythainlp,Python,2016-06-23T14:57:26Z,2024-10-06T08:58:26Z,975,272,37,Apache License 2.0
29,konlpy,konlpy,Python package for Korean natural language processing.,https://github.com/konlpy/konlpy,Python,2014-05-01T14:37:08Z,2024-10-01T00:57:54Z,1410,331,139,Other
30,66Days__NaturalLanguageProcessing,ThinamXx,I am sharing my Journey of 66DaysofData in Natural Language Processing.,https://github.com/ThinamXx/66Days__NaturalLanguageProcessing,,2020-09-11T08:31:54Z,2024-10-05T04:33:59Z,187,60,0,MIT License
31,Python-Natural-Language-Processing-Cookbook,PacktPublishing,"Python Natural Language Processing Cookbook, published by Packt",https://github.com/PacktPublishing/Python-Natural-Language-Processing-Cookbook,Python,2020-07-01T04:54:16Z,2024-09-18T02:18:22Z,166,98,1,MIT License
32,Python-Natural-Language-Processing,PacktPublishing,"Python Natural Language Processing, published by Packt",https://github.com/PacktPublishing/Python-Natural-Language-Processing,Jupyter Notebook,2017-07-28T06:31:39Z,2024-08-27T14:56:37Z,103,86,25,MIT License
33,Natural-Language-Processing-Projects,anujvyas,This repository consists of all my NLP Projects,https://github.com/anujvyas/Natural-Language-Processing-Projects,Jupyter Notebook,2020-05-21T09:43:05Z,2024-09-25T03:14:25Z,169,67,3,
34,PyTorch-NLP,PetrochukM,Basic Utilities for PyTorch Natural Language Processing (NLP),https://github.com/PetrochukM/PyTorch-NLP,Python,2018-02-25T05:00:36Z,2024-09-23T09:18:04Z,2210,256,24,"BSD 3-Clause ""New"" or ""Revised"" License"
35,iir,shuyo,Machine Learning / Natural Language Processing / Information Retrieval,https://github.com/shuyo/iir,Python,2009-01-30T16:20:43Z,2024-09-07T01:25:33Z,710,297,15,
36,Mastering-Natural-Language-Processing-with-Python,PacktPublishing,Mastering Natural Language Processing with Python,https://github.com/PacktPublishing/Mastering-Natural-Language-Processing-with-Python,Python,2016-06-09T12:17:21Z,2024-08-17T09:29:13Z,139,114,0,
37,NLP-Papers,llhthinker,Natural Language Processing Papers,https://github.com/llhthinker/NLP-Papers,,2017-09-23T14:28:47Z,2024-10-02T06:10:31Z,410,116,1,
38,nlp-tutorial,lyeoni,A list of NLP(Natural Language Processing) tutorials,https://github.com/lyeoni/nlp-tutorial,Jupyter Notebook,2018-10-29T08:20:48Z,2024-09-24T03:57:15Z,1366,265,10,MIT License
39,treat,louismullie,Natural language processing framework for Ruby.,https://github.com/louismullie/treat,Ruby,2012-01-24T02:07:29Z,2024-09-09T15:32:58Z,1365,127,35,Other
40,php-nlp-tools,angeloskath,Natural Language Processing Tools in PHP,https://github.com/angeloskath/php-nlp-tools,PHP,2012-08-22T23:53:43Z,2024-09-28T23:54:47Z,747,152,14,Do What The F*ck You Want To Public License
41,go-freeling,advancedlogic,Golang Natural Language Processing ,https://github.com/advancedlogic/go-freeling,Go,2015-06-06T17:29:26Z,2024-08-01T10:02:30Z,832,70,9,GNU General Public License v3.0
42,language-resources,google,Datasets and tools for basic natural language processing.,https://github.com/google/language-resources,C++,2015-09-09T19:59:20Z,2024-10-04T00:32:37Z,370,89,7,Apache License 2.0
43,processors,clulab,Natural Language Processors,https://github.com/clulab/processors,Java,2013-03-28T23:48:12Z,2024-09-15T01:44:26Z,418,101,57,Apache License 2.0
44,Hands-On-Natural-Language-Processing-with-Python,PacktPublishing,"Hands On Natural Language Processing with Python, published by Packt",https://github.com/PacktPublishing/Hands-On-Natural-Language-Processing-with-Python,Jupyter Notebook,2018-07-18T07:39:26Z,2024-10-05T15:48:12Z,158,102,7,MIT License
45,MiNLP,XiaoMi,XiaoMi Natural Language Processing Toolkits ,https://github.com/XiaoMi/MiNLP,Scala,2020-11-09T09:22:11Z,2024-09-24T02:51:59Z,781,89,10,Apache License 2.0
46,nlp-tutorials,codebasics,Tutorials For Beginners For Natural Language Processing,https://github.com/codebasics/nlp-tutorials,Jupyter Notebook,2022-01-24T18:23:37Z,2024-10-01T11:07:34Z,227,305,10,
47,indic_nlp_library,anoopkunchukuttan,Resources and tools for Indian language Natural Language Processing,https://github.com/anoopkunchukuttan/indic_nlp_library,Python,2014-10-15T01:56:20Z,2024-09-30T06:20:45Z,550,161,30,MIT License
48,spacy-models,explosion,💫  Models for the spaCy Natural Language Processing (NLP) library,https://github.com/explosion/spacy-models,Python,2017-03-14T11:15:20Z,2024-10-06T03:01:38Z,1616,299,0,
49,CC6205,dccuchile,Natural Language Processing ,https://github.com/dccuchile/CC6205,TeX,2019-07-10T20:47:56Z,2024-09-28T22:20:45Z,230,65,1,
50,pororo,kakaobrain,PORORO: Platform Of neuRal mOdels for natuRal language prOcessing,https://github.com/kakaobrain/pororo,Python,2021-01-28T05:37:42Z,2024-09-30T13:07:50Z,1279,226,34,Apache License 2.0
51,NLTK-3----Natural-Language-Processing-with-Python-series,PythonProgramming,Natural Language Processing with Python 3 and NLTK 3 series,https://github.com/PythonProgramming/NLTK-3----Natural-Language-Processing-with-Python-series,Python,2015-05-24T01:50:19Z,2024-09-14T21:31:16Z,147,107,8,
52,Udacity-Natural-Language-Processing-Nanodegree,fdasilva59,Tutorials and my solutions to the Udacity NLP Nanodegree,https://github.com/fdasilva59/Udacity-Natural-Language-Processing-Nanodegree,HTML,2018-09-13T13:24:38Z,2024-03-02T00:37:51Z,90,63,0,
53,DeepLearning-NLP,rouseguy,Introduction to Deep Learning for Natural Language Processing,https://github.com/rouseguy/DeepLearning-NLP,Jupyter Notebook,2016-07-20T03:03:42Z,2024-09-21T10:12:22Z,605,212,0,MIT License
54,MT-Reading-List,THUNLP-MT,A machine translation reading list maintained by Tsinghua Natural Language Processing Group,https://github.com/THUNLP-MT/MT-Reading-List,TeX,2018-12-03T10:45:15Z,2024-10-03T07:47:17Z,2423,449,4,"BSD 3-Clause ""New"" or ""Revised"" License"
55,nlp-tutorial,bonzanini,Tutorial: Natural Language Processing in Python,https://github.com/bonzanini/nlp-tutorial,Jupyter Notebook,2016-07-10T14:52:20Z,2024-08-12T19:23:45Z,275,152,0,
56,deepnl,attardi,Deep Learning for Natural Language Processing,https://github.com/attardi/deepnl,Python,2015-03-25T18:10:38Z,2024-09-21T10:12:28Z,458,116,19,GNU General Public License v3.0
57,Hands-On-Python-Natural-Language-Processing,PacktPublishing,,https://github.com/PacktPublishing/Hands-On-Python-Natural-Language-Processing,Jupyter Notebook,2020-01-22T12:35:50Z,2024-03-07T10:33:05Z,82,81,1,MIT License
58,TextBrewer,airaria,A PyTorch-based knowledge distillation toolkit for natural language processing,https://github.com/airaria/TextBrewer,Python,2020-02-25T08:53:29Z,2024-09-28T08:43:11Z,1588,240,2,Apache License 2.0
59,nlp,acrosson,Natural Language Processing,https://github.com/acrosson/nlp,Python,2016-04-21T02:42:14Z,2024-09-30T12:54:59Z,95,82,2,
60,pattern,clips,"Web mining module for Python, with tools for scraping, natural language processing, machine learning, network analysis and visualization.",https://github.com/clips/pattern,Python,2011-05-03T15:29:01Z,2024-10-06T02:47:56Z,8730,1576,173,"BSD 3-Clause ""New"" or ""Revised"" License"
61,The-NLP-Pandect,ivan-bilan,A comprehensive reference for all topics related to Natural Language Processing,https://github.com/ivan-bilan/The-NLP-Pandect,Python,2020-05-31T14:04:29Z,2024-10-06T14:42:30Z,2007,282,1,Creative Commons Zero v1.0 Universal
62,nlp-notebooks,nlptown,A collection of notebooks for Natural Language Processing from NLP Town,https://github.com/nlptown/nlp-notebooks,Jupyter Notebook,2018-04-30T11:25:21Z,2024-10-03T16:58:23Z,950,372,8,
63,natural-language-processing,clesleycode,Intro to Natural Language Processing Tutorial ,https://github.com/clesleycode/natural-language-processing,Jupyter Notebook,2016-02-20T20:27:58Z,2023-10-11T15:47:25Z,46,43,3,
64,clojure-opennlp,dakrone,Natural Language Processing in Clojure (opennlp),https://github.com/dakrone/clojure-opennlp,Clojure,2010-02-17T01:47:08Z,2024-08-30T13:41:49Z,752,81,4,Eclipse Public License 1.0
65,Advanced-Natural-Language-Processing-with-TensorFlow-2,PacktPublishing,"Advanced Natural Language Processing with TensorFlow 2, published by Packt",https://github.com/PacktPublishing/Advanced-Natural-Language-Processing-with-TensorFlow-2,Jupyter Notebook,2020-03-19T08:01:19Z,2024-06-13T19:00:20Z,121,92,1,MIT License
66,DL-NLP-Readings,26hzhang,My Reading Lists of Deep Learning and Natural Language Processing,https://github.com/26hzhang/DL-NLP-Readings,TeX,2018-02-02T03:57:35Z,2024-10-02T06:10:37Z,849,268,0,MIT License
67,CS224n,hankcs,"CS224n: Natural Language Processing with Deep Learning Assignments Winter, 2017",https://github.com/hankcs/CS224n,Python,2017-06-17T09:01:42Z,2024-10-03T22:23:23Z,673,273,13,GNU General Public License v3.0
68,nlp-datasets,niderhoff,Alphabetical list of free/public domain datasets with text data for use in Natural Language Processing (NLP),https://github.com/niderhoff/nlp-datasets,,2016-03-24T14:14:49Z,2024-10-05T20:03:24Z,5741,959,8,
69,wink-nlp,winkjs,Developer friendly Natural Language Processing ✨,https://github.com/winkjs/wink-nlp,JavaScript,2018-12-15T02:02:08Z,2024-10-03T06:33:48Z,1209,57,2,MIT License
70,nlp-pytorch-zh,apachecn,《Natural Language Processing with PyTorch》中文翻译,https://github.com/apachecn/nlp-pytorch-zh,JavaScript,2019-07-11T08:37:46Z,2024-10-03T01:43:33Z,717,185,15,Other
71,nlp,teropa,My explorations in natural language processing,https://github.com/teropa/nlp,Clojure,2010-09-19T11:26:00Z,2024-09-04T21:52:16Z,103,160,0,Apache License 2.0
72,nlpia,totalgood,"Examples and libraries for ""Natural Language Processing in Action"" book",https://github.com/totalgood/nlpia,HTML,2016-10-25T02:01:52Z,2024-09-29T18:00:59Z,619,265,16,MIT License
73,VnCoreNLP,vncorenlp,A Vietnamese natural language processing toolkit (NAACL 2018),https://github.com/vncorenlp/VnCoreNLP,Java,2017-12-30T12:21:43Z,2024-10-05T13:44:12Z,583,144,2,Other
74,Natural-Language-Processing-Fundamentals,TrainingByPackt,Use Python and NLTK to build out your own text classifiers and solve common NLP problems,https://github.com/TrainingByPackt/Natural-Language-Processing-Fundamentals,Jupyter Notebook,2018-11-06T13:13:33Z,2024-09-22T15:03:46Z,47,47,0,MIT License
75,Questgen.ai,ramsrigouthamg,Question generation using state-of-the-art Natural Language Processing algorithms,https://github.com/ramsrigouthamg/Questgen.ai,Python,2020-08-04T09:48:31Z,2024-10-03T02:33:38Z,904,288,36,MIT License
76,NLP,DataForScience,Natural Language Processing For Everyone,https://github.com/DataForScience/NLP,Jupyter Notebook,2019-05-03T23:23:45Z,2024-09-29T15:00:11Z,133,98,2,MIT License
77,nlptutorial,neubig,A Tutorial about Programming for Natural Language Processing,https://github.com/neubig/nlptutorial,Perl,2014-05-31T02:12:42Z,2024-09-09T03:28:09Z,426,152,0,
78,natural-language-processing,girafe-ai,Natural Language Processing course for MSAI program,https://github.com/girafe-ai/natural-language-processing,Jupyter Notebook,2021-10-16T12:11:38Z,2024-09-10T15:45:32Z,50,34,2,MIT License
79,delta,Delta-ML,DELTA is a deep learning based natural language and speech processing platform.,https://github.com/Delta-ML/delta,Python,2019-05-29T08:33:57Z,2024-08-12T19:49:25Z,1590,288,3,Apache License 2.0
80,Natural-Language-Processing,srivatsan88,This repository host code of my NLP playlist here - https://www.youtube.com/playlist?list=PL3N9eeOlCrP6zMkHMxFJV4yXIsET5aWlc,https://github.com/srivatsan88/Natural-Language-Processing,Jupyter Notebook,2020-08-22T12:58:08Z,2024-10-03T20:14:51Z,47,34,2,
81,DeepLearningForNLPInPytorch,rguthrie3,"An IPython Notebook tutorial on deep learning for natural language processing, including structure prediction.",https://github.com/rguthrie3/DeepLearningForNLPInPytorch,Jupyter Notebook,2017-03-04T18:50:58Z,2024-09-28T16:15:09Z,1936,463,9,MIT License
82,Deep-Generative-Models-for-Natural-Language-Processing,FranxYao,DGMs for NLP. A roadmap.,https://github.com/FranxYao/Deep-Generative-Models-for-Natural-Language-Processing,,2019-04-09T20:44:07Z,2024-09-05T08:27:55Z,392,33,0,
83,nlp_overview,omarsar,Overview of Modern Deep Learning Techniques Applied to Natural Language Processing,https://github.com/omarsar/nlp_overview,CSS,2018-10-20T07:37:10Z,2024-10-04T17:18:00Z,1328,200,5,MIT License
84,Natural-Language-Processing,hanks,Open Course of Stanford University,https://github.com/hanks/Natural-Language-Processing,Java,2012-03-14T08:27:10Z,2023-09-08T16:32:35Z,39,33,1,
85,natural-language-preprocessings,Hironsan,Some recipes of natural language pre-processing,https://github.com/Hironsan/natural-language-preprocessings,Python,2017-03-28T08:11:21Z,2024-07-10T00:20:55Z,132,27,4,MIT License
86,Natural-Language-Processing-and-Computational-Linguistics,PacktPublishing," Natural Language Processing and Computational Linguistics, published by Packt",https://github.com/PacktPublishing/Natural-Language-Processing-and-Computational-Linguistics,Jupyter Notebook,2018-06-08T11:19:35Z,2024-09-07T15:40:07Z,66,52,0,MIT License
87,text_mining_resources,stepthom,Resources for learning about Text Mining and Natural Language Processing,https://github.com/stepthom/text_mining_resources,,2016-11-09T19:45:55Z,2024-08-27T07:56:57Z,557,199,0,
88,booknlp,booknlp,"BookNLP, a natural language processing pipeline for books",https://github.com/booknlp/booknlp,Python,2021-11-22T04:37:26Z,2024-10-04T22:53:58Z,785,92,19,MIT License
89,hubot-natural,RocketChat,Natural Language Processing Chatbot for RocketChat,https://github.com/RocketChat/hubot-natural,CoffeeScript,2017-05-01T17:41:06Z,2024-08-24T15:47:26Z,144,44,21,MIT License
90,practical-nlp-code,practical-nlp,Official Repository for Code associated with 'Practical Natural Language Processing' book by O'Reilly Media,https://github.com/practical-nlp/practical-nlp-code,Jupyter Notebook,2020-04-22T01:38:51Z,2024-10-05T03:53:38Z,1308,600,57,MIT License
91,rs-natural,lexi-sh,Natural Language Processing for Rust,https://github.com/lexi-sh/rs-natural,Rust,2014-07-27T22:26:18Z,2024-08-11T20:10:29Z,229,31,7,MIT License
92,Natural-Language-Processing-with-Python-Cookbook,PacktPublishing,"Natural Language Processing with Python Cookbook, published by Packt",https://github.com/PacktPublishing/Natural-Language-Processing-with-Python-Cookbook,Python,2017-11-20T08:56:46Z,2024-02-14T03:34:53Z,68,48,0,MIT License
93,fnlp,FudanNLP,中文自然语言处理工具包 Toolkit for Chinese natural language processing,https://github.com/FudanNLP/fnlp,Java,2014-03-12T01:47:00Z,2024-10-02T13:00:15Z,2645,725,43,GNU Lesser General Public License v3.0
94,NLPython,jalajthanaki,"This repository contains the code related to Natural Language Processing using python scripting language. All the codes are related to my book entitled ""Python Natural Language Processing""",https://github.com/jalajthanaki/NLPython,Jupyter Notebook,2017-02-18T10:04:00Z,2024-09-05T18:51:46Z,318,207,27,MIT License
95,NLP-progress,sebastianruder,"Repository to track the progress in Natural Language Processing (NLP), including the datasets and the current state-of-the-art for the most common NLP tasks.",https://github.com/sebastianruder/NLP-progress,Python,2018-06-22T17:43:55Z,2024-10-06T15:01:38Z,22569,3613,38,MIT License
96,deep-learning-for-natural-language-processing,Apress,"Source Code for 'Deep Learning for Natural Language Processing' by Palash Goyal, Sumit Pandey and Karan Jain",https://github.com/Apress/deep-learning-for-natural-language-processing,Jupyter Notebook,2018-06-28T13:57:27Z,2024-07-03T18:48:21Z,56,47,1,Other
97,Natural-Language-Processing-Python-and-NLTK,PacktPublishing,Natural Language Processing Python and NLTK by Packt,https://github.com/PacktPublishing/Natural-Language-Processing-Python-and-NLTK,Python,2016-11-10T09:20:06Z,2024-04-21T10:24:13Z,52,48,0,MIT License
98,MatlabNLP,faridani,Natural Language Processing tools for MATLAB,https://github.com/faridani/MatlabNLP,Matlab,2012-01-20T04:19:51Z,2024-10-03T05:12:40Z,115,89,7,
99,Deep-Learning-for-Natural-Language-Processing,TrainingByPackt,Solve your natural language processing problems with smart deep neural networks,https://github.com/TrainingByPackt/Deep-Learning-for-Natural-Language-Processing,Jupyter Notebook,2019-02-13T05:04:17Z,2024-08-12T09:10:33Z,36,53,1,MIT License
100,PyTorchNLPBook,delip,Code and data accompanying Natural Language Processing with PyTorch published by O'Reilly Media https://amzn.to/3JUgR2L,https://github.com/delip/PyTorchNLPBook,Jupyter Notebook,2019-01-24T01:18:13Z,2024-10-05T07:20:47Z,1981,807,25,Apache License 2.0
101,The-Natural-Language-Processing-Workshop,PacktWorkshops,,https://github.com/PacktWorkshops/The-Natural-Language-Processing-Workshop,Jupyter Notebook,2020-01-16T09:13:44Z,2023-01-30T00:28:23Z,28,49,15,MIT License
102,poplar,synyi,A web-based annotation tool for natural language processing (NLP),https://github.com/synyi/poplar,TypeScript,2016-06-28T05:08:29Z,2024-10-04T12:55:01Z,519,138,66,GNU General Public License v3.0
103,textflint,textflint,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing,https://github.com/textflint/textflint,Python,2021-03-06T11:15:52Z,2024-09-25T12:37:54Z,639,94,5,GNU General Public License v3.0
104,realworldnlp,mhagiwara,"Example code for ""Real-World Natural Language Processing""",https://github.com/mhagiwara/realworldnlp,Python,2018-10-14T01:32:04Z,2024-08-23T19:43:57Z,329,92,7,
105,cs571,emory-courses,Natural Language Processing.,https://github.com/emory-courses/cs571,,2015-07-11T05:20:39Z,2024-10-04T02:04:57Z,57,43,0,
106,anlp19,dbamman,Course repo for Applied Natural Language Processing (Spring 2019),https://github.com/dbamman/anlp19,Jupyter Notebook,2019-01-20T16:34:11Z,2024-06-14T16:26:27Z,408,101,0,
107,nlp-with-ruby,arbox,Curated List: Practical Natural Language Processing done in Ruby,https://github.com/arbox/nlp-with-ruby,Ruby,2016-03-15T20:56:12Z,2024-10-05T09:07:39Z,1038,70,7,Creative Commons Zero v1.0 Universal
108,natural-language-processing-recipes,Apress,Source Code for 'Natural Language Processing Recipes' by Akshay Kulkarni and Adarsha Shivananda,https://github.com/Apress/natural-language-processing-recipes,Jupyter Notebook,2019-02-20T13:39:51Z,2024-08-18T23:12:30Z,25,35,3,Other
109,awesome-dl4nlp,brianspiering,A curated list of awesome Deep Learning (DL) for Natural Language Processing (NLP) resources,https://github.com/brianspiering/awesome-dl4nlp,,2016-06-04T13:38:28Z,2024-10-03T17:49:13Z,1274,257,0,
110,natural-language-processing,ruthussanketh,"Codes, datasets, and explanations for some basic natural language tasks and models.",https://github.com/ruthussanketh/natural-language-processing,Jupyter Notebook,2020-12-02T18:53:21Z,2024-03-17T15:50:48Z,10,41,0,Creative Commons Zero v1.0 Universal
111,Natural-Language-Processing-with-Python-Analyzing-Text-with-the-Natural-Language-Toolkit,STRZGR,"My solutions to selected exercises to ""Natural Language Processing with Python – Analyzing Text with the Natural Language Toolkit"" by Steven Bird, Ewan Klein, and Edward Loper.",https://github.com/STRZGR/Natural-Language-Processing-with-Python-Analyzing-Text-with-the-Natural-Language-Toolkit,Jupyter Notebook,2019-10-02T05:37:47Z,2024-08-28T03:51:59Z,47,35,0,
112,applied-natural-language-processing-w-python,Apress,Source Code for 'Applied Natural Language Processing with Python' by Taweh Beysolow II,https://github.com/Apress/applied-natural-language-processing-w-python,Python,2018-09-12T20:35:57Z,2024-07-17T05:22:12Z,42,41,0,Other
113,Deep-Learning-NLP,astorfi,:satellite: Organized Resources for Deep Learning in Natural Language Processing,https://github.com/astorfi/Deep-Learning-NLP,Python,2017-09-17T05:07:06Z,2024-09-11T05:35:42Z,433,125,0,MIT License
114,spago,nlpodyssey,Self-contained Machine Learning and Natural Language Processing library in Go,https://github.com/nlpodyssey/spago,Go,2020-01-05T20:39:29Z,2024-09-29T16:44:33Z,1747,86,12,"BSD 2-Clause ""Simplified"" License"
115,ABigSurvey,NiuTrans,A collection of 1000+ survey papers on Natural Language Processing (NLP) and Machine Learning (ML).,https://github.com/NiuTrans/ABigSurvey,,2020-07-17T05:57:36Z,2024-10-05T16:54:25Z,1997,237,4,GNU General Public License v3.0
116,lambeq,CQCL,A high-level Python library for Quantum Natural Language Processing,https://github.com/CQCL/lambeq,Python,2021-10-10T16:38:24Z,2024-10-03T18:55:44Z,452,108,10,Apache License 2.0
117,Python-fo-Natural-Language-Processing,chaklam-silpasuwanchai,"This is the repository for the course Natural Language Processing at Asian Institute of Technology.   Covers word vectors, spaCy, PyTorch, HuggingFace.",https://github.com/chaklam-silpasuwanchai/Python-fo-Natural-Language-Processing,Jupyter Notebook,2021-11-18T01:56:41Z,2024-09-25T17:58:46Z,53,27,0,
