,Repository_Name,Owner,Description,URL,Programming_Language,Creation_Date,Last_Updated_Date,Number_of_Stars,Number_of_Forks,Number_of_Open_Issues,License_Type
17,huggingsound,jonatasgrosman,HuggingSound: A toolkit for speech-related tasks based on Hugging Face's tools,https://github.com/jonatasgrosman/huggingsound,Python,2022-02-18T13:40:03Z,2024-09-15T17:12:45Z,430,42,37,MIT License
18,dataset-viewer,huggingface,Backend that powers the dataset viewer on Hugging Face dataset pages through a public API.,https://github.com/huggingface/dataset-viewer,Python,2021-07-26T09:00:53Z,2024-10-05T10:15:27Z,689,76,133,Apache License 2.0
19,audio-diffusion,teticio,Apply diffusion models using the new Hugging Face diffusers package to synthesize music instead of images.,https://github.com/teticio/audio-diffusion,Jupyter Notebook,2022-08-07T09:11:37Z,2024-09-26T14:09:17Z,704,70,1,GNU General Public License v3.0
20,huggingfaceR,farach,Hugging Face state-of-the-art models in R,https://github.com/farach/huggingfaceR,R,2022-05-24T23:41:21Z,2024-09-30T17:32:47Z,137,17,8,Other
21,june,mezbaul-h,"Local voice chatbot for engaging conversations, powered by Ollama, Hugging Face Transformers, and  Coqui TTS Toolkit",https://github.com/mezbaul-h/june,Python,2024-06-03T16:09:46Z,2024-10-04T09:36:48Z,695,42,0,MIT License
22,NLP-Tutorials-with-HuggingFace,laxmimerit,Learn NLP Tutorials with HuggingFace Transformers,https://github.com/laxmimerit/NLP-Tutorials-with-HuggingFace,Jupyter Notebook,2023-08-26T09:40:47Z,2024-10-03T05:32:18Z,60,25,0,
23,hugging-face-tutorials,nogibjj,tutorials on Hugging Face,https://github.com/nogibjj/hugging-face-tutorials,Jupyter Notebook,2022-10-17T16:03:55Z,2024-07-26T11:01:16Z,10,25,0,MIT License
24,Deploy-BERT-for-Sentiment-Analysis-with-FastAPI,curiousily,"Deploy BERT for Sentiment Analysis as REST API using FastAPI, Transformers by Hugging Face and PyTorch",https://github.com/curiousily/Deploy-BERT-for-Sentiment-Analysis-with-FastAPI,Python,2020-04-26T08:35:01Z,2024-10-05T17:31:09Z,198,59,8,MIT License
25,huggingface-onnx,alfredodeza,Example notebook to work with ONNX using Hugging Face libraries,https://github.com/alfredodeza/huggingface-onnx,Jupyter Notebook,2022-11-12T16:55:20Z,2024-09-24T21:52:57Z,22,45,0,MIT License
26,Beyond-ChatGPT,AI-Maker-Space,"Building your first LLM application with OpenAI, Chainlit, and Hugging Face, step-by-step!",https://github.com/AI-Maker-Space/Beyond-ChatGPT,Python,2023-08-29T18:30:12Z,2024-10-02T17:21:53Z,72,56,0,
27,doc-builder,huggingface,The package used to build the documentation of our Hugging Face repos,https://github.com/huggingface/doc-builder,Python,2021-09-01T13:44:01Z,2024-09-30T13:29:51Z,85,35,57,Apache License 2.0
28,oreilly-huggingface-tour,sinanuozdemir,A Crash Course in Hugging Face,https://github.com/sinanuozdemir/oreilly-huggingface-tour,Jupyter Notebook,2023-11-30T18:35:26Z,2024-09-17T04:25:15Z,24,19,0,
29,FaceFusion-Online-Ports,Nick088Official,"FaceFusion Online Ports on Google Colab, Hugging Face Space & Kaggle",https://github.com/Nick088Official/FaceFusion-Online-Ports,Jupyter Notebook,2023-12-04T20:45:22Z,2024-10-04T17:24:46Z,39,15,2,Other
30,langchain-chatbot-multiple-PDF,Abdullahw72,Langchain Chatbot with Multiple PDF Support using OpenAI and Hugging Face Models,https://github.com/Abdullahw72/langchain-chatbot-multiple-PDF,Python,2023-06-17T22:16:01Z,2024-09-10T14:58:43Z,54,32,1,
31,Google-Cloud-Containers,huggingface,Hugging Face Deep Learning Containers (DLCs) for Google Cloud,https://github.com/huggingface/Google-Cloud-Containers,Dockerfile,2024-01-12T12:08:56Z,2024-10-06T16:26:49Z,120,13,16,Apache License 2.0
32,GPU_Docker_Deployment_HuggingFace_Summarization,ramsrigouthamg,Huggingface inference with GPU Docker on AWS,https://github.com/ramsrigouthamg/GPU_Docker_Deployment_HuggingFace_Summarization,Python,2021-10-02T19:57:39Z,2024-08-31T18:34:48Z,39,20,1,
33,Hugging_Face_Course,hihihe,Hugging Face Transformers Course 笔记,https://github.com/hihihe/Hugging_Face_Course,Jupyter Notebook,2022-03-04T00:48:16Z,2024-09-30T17:32:50Z,39,12,0,
34,mistral,stanford-crfm,"Mistral: A strong, northwesterly wind: Framework for transparent and accessible large-scale language model training, built with Hugging Face 🤗  Transformers.",https://github.com/stanford-crfm/mistral,Python,2021-02-25T21:05:31Z,2024-09-29T14:34:37Z,559,48,21,Apache License 2.0
35,amazon-textract-transformer-pipeline,aws-samples,Post-process Amazon Textract results with Hugging Face transformer models for document understanding,https://github.com/aws-samples/amazon-textract-transformer-pipeline,Python,2021-09-14T16:16:04Z,2024-09-13T05:25:29Z,92,26,13,MIT No Attribution
36,illa-builder,illacloud,"Low-code platform allows you to build business apps, enables you to quickly create internal tools such as dashboard, crud app, admin panel, crm, cms, etc. Supports PostgreSQL, MySQL, Supabase, GraphQL, MongoDB, MSSQL, Rest API, Hugging Face, Redis, etc. Automate workflows with schedule or webhook. Open source Retool. ",https://github.com/illacloud/illa-builder,TypeScript,2022-04-18T04:55:57Z,2024-10-06T11:35:19Z,11459,1087,37,Apache License 2.0
37,ml-talking-face,deepkyu,Cloned repository from Hugging Face Spaces (CVPR 2022 Demo),https://github.com/deepkyu/ml-talking-face,Python,2022-07-14T02:08:55Z,2024-09-01T17:13:12Z,54,13,4,
38,HuggingFaceGuidedTourForMac,domschl,A guided tour on how to use HuggingFace large language models on Macs with Apple Silicon,https://github.com/domschl/HuggingFaceGuidedTourForMac,Jupyter Notebook,2023-02-05T10:15:57Z,2024-10-04T17:33:56Z,105,11,2,MIT License
39,basaran,hyperonym,Basaran is an open-source alternative to the OpenAI text completion API. It provides a compatible streaming API for your Hugging Face Transformers-based text generation models.,https://github.com/hyperonym/basaran,Python,2023-02-17T17:22:29Z,2024-09-29T13:32:28Z,1290,80,37,MIT License
40,Wav2Vec2_PyCTCDecode,patrickvonplaten,Small repo describing how to use Hugging Face's Wav2Vec2 with PyCTCDecode,https://github.com/patrickvonplaten/Wav2Vec2_PyCTCDecode,Python,2021-11-04T13:13:06Z,2024-08-07T15:46:00Z,109,17,3,
41,HuggingFace,ThinamXx,I am learning from Hugging Face.,https://github.com/ThinamXx/HuggingFace,Jupyter Notebook,2022-02-07T15:05:04Z,2024-10-05T04:34:00Z,21,12,0,MIT License
42,hugging-face,nogibjj,,https://github.com/nogibjj/hugging-face,Makefile,2022-05-24T23:36:19Z,2024-09-07T18:02:04Z,14,22,1,
43,computer-vision-course,johko,This repo is the homebase of a community driven course on Computer Vision with Neural Networks. Feel free to join us on the Hugging Face discord: hf.co/join/discord,https://github.com/johko/computer-vision-course,Jupyter Notebook,2023-09-18T08:15:32Z,2024-10-06T11:51:58Z,455,142,27,MIT License
44,Longform-Summarization-with-Hugging-Face,nicknochnack,A walkthrough of how to use Hugging Face summarization pipelines for long post summarization. ,https://github.com/nicknochnack/Longform-Summarization-with-Hugging-Face,Jupyter Notebook,2021-02-03T09:09:09Z,2024-10-05T04:34:01Z,27,23,0,
45,spacy-huggingface-hub,explosion,🤗 Push your spaCy pipelines to the Hugging Face Hub,https://github.com/explosion/spacy-huggingface-hub,Python,2021-07-05T09:14:04Z,2024-08-07T13:07:38Z,42,14,4,MIT License
46,my-spaces,FrancescoSaverioZuppichini,Run hugging face spaces locally with one command!,https://github.com/FrancescoSaverioZuppichini/my-spaces,Python,2022-11-20T20:29:16Z,2024-09-27T09:21:34Z,55,10,7,
47,Hugging-Face-Transformers-Summarization,nicknochnack,A super fast walkthrough of NLP Text Summarization with Hugging Face Transformers. ,https://github.com/nicknochnack/Hugging-Face-Transformers-Summarization,Jupyter Notebook,2021-01-23T21:28:19Z,2024-10-05T04:34:02Z,25,18,0,
48,Gen-AI-With-Hugging-Face,krishnaik06,,https://github.com/krishnaik06/Gen-AI-With-Hugging-Face,Jupyter Notebook,2024-05-25T09:49:42Z,2024-09-29T11:00:41Z,34,23,0,GNU General Public License v3.0
49,Hugging-Face-Tutorials,TirendazAcademy,Getting started with Hugging Face,https://github.com/TirendazAcademy/Hugging-Face-Tutorials,Jupyter Notebook,2022-11-07T06:39:25Z,2024-10-04T15:43:07Z,34,7,0,
50,DL-Pytorch-Workshop,Arunprakash-A,Develop DL models using Pytorch and Hugging Face,https://github.com/Arunprakash-A/DL-Pytorch-Workshop,,2022-12-17T13:11:40Z,2024-10-06T14:21:45Z,34,11,0,
51,character-tokenizer,dariush-bahrami,A character tokenizer for Hugging Face Transformers,https://github.com/dariush-bahrami/character-tokenizer,Python,2022-10-18T13:23:10Z,2024-09-18T09:38:14Z,25,12,0,MIT License
52,Coursera-MLOps-C2-Final-HuggingFace,nogibjj,Coursera Lab for MLOps course covers Hugging Face,https://github.com/nogibjj/Coursera-MLOps-C2-Final-HuggingFace,Python,2022-10-07T15:35:39Z,2024-09-25T12:56:06Z,7,24,0,MIT License
53,minimal-trainer-zoo,muellerzr,"Minimal example scripts of the Hugging Face Trainer, focused on staying under 150 lines",https://github.com/muellerzr/minimal-trainer-zoo,Python,2023-10-19T19:26:22Z,2024-08-29T08:34:06Z,195,13,1,Apache License 2.0
54,Hugging_Face_tutorials,The-AI-Summer,Hugging Face tutorials,https://github.com/The-AI-Summer/Hugging_Face_tutorials,Python,2021-05-28T08:55:36Z,2024-10-05T04:34:01Z,14,7,0,
55,hugging-face,alchaplinsky,Ruby client for Hugging Face API,https://github.com/alchaplinsky/hugging-face,Ruby,2023-05-15T17:35:19Z,2024-09-23T10:50:39Z,27,8,0,MIT License
56,CoQA_QuesAns_BERT,chetnakhanna16,"CoQA QuesAns using BERT, PyTorch and Hugging Face Transformers",https://github.com/chetnakhanna16/CoQA_QuesAns_BERT,Jupyter Notebook,2021-05-16T01:22:32Z,2024-07-06T04:21:11Z,19,15,0,
57,joplin-plugin-jarvis,alondmnt,"Joplin (note-taking) assistant running a very intelligent system (OpenAI/GPT, Hugging Face, Gemini, Llama, Universal Sentence Encoder, etc.)",https://github.com/alondmnt/joplin-plugin-jarvis,TypeScript,2022-11-20T19:36:25Z,2024-10-03T15:54:09Z,226,23,6,GNU Affero General Public License v3.0
58,hfapi,huggingface,Simple Python client for the Hugging Face Inference API,https://github.com/huggingface/hfapi,Python,2020-07-14T21:03:09Z,2024-07-16T13:15:37Z,69,10,3,MIT License
59,visual-blocks-custom-components,huggingface,Custom Hugging Face Nodes for Google Visual Blocks for ML,https://github.com/huggingface/visual-blocks-custom-components,TypeScript,2024-01-05T13:13:10Z,2024-09-21T12:37:52Z,72,10,1,Apache License 2.0
60,Generating-Blog-Posts-with-GPT-2-Large,nicknochnack,A walkthrough of how to generate blog posts with GPT-2 Large using Hugging Face,https://github.com/nicknochnack/Generating-Blog-Posts-with-GPT-2-Large,Jupyter Notebook,2021-02-03T09:19:18Z,2024-10-05T04:33:52Z,31,27,0,
61,ensemble-transformers,jaketae,Ensembling Hugging Face transformers made easy,https://github.com/jaketae/ensemble-transformers,Python,2022-03-28T06:58:15Z,2024-09-16T12:41:18Z,59,5,2,MIT License
62,gaia,huggingface,Hugging Face and Pyserini interoperability,https://github.com/huggingface/gaia,Jupyter Notebook,2023-02-23T10:44:15Z,2024-04-27T04:02:03Z,17,7,1,
63,hf-experiments,loretoparisi,Experiments with Hugging Face 🔬 🤗,https://github.com/loretoparisi/hf-experiments,Python,2020-07-15T17:57:56Z,2024-10-05T04:33:55Z,44,5,0,MIT License
64,zero-administration-inference-with-aws-lambda-for-hugging-face,aws-samples,Zero administration inference with AWS Lambda for 🤗,https://github.com/aws-samples/zero-administration-inference-with-aws-lambda-for-hugging-face,Python,2021-06-02T19:45:16Z,2024-08-29T22:14:18Z,62,22,2,Other
65,siglip,merveenoyan,"Projects based on SigLIP (Zhai et. al, 2023) and Hugging Face transformers integration 🤗",https://github.com/merveenoyan/siglip,Jupyter Notebook,2024-01-04T11:56:49Z,2024-09-30T09:08:43Z,130,10,1,Apache License 2.0
66,flamingo-mini,dhansmair,"Implementation of the deepmind Flamingo vision-language model, based on Hugging Face language models and ready for training",https://github.com/dhansmair/flamingo-mini,Python,2022-07-29T18:05:30Z,2024-09-10T14:21:17Z,163,16,7,MIT License
67,hugging-face-workshop,aws-samples,A 90-minute hands on workshop about Hugging Face on SageMaker.,https://github.com/aws-samples/hugging-face-workshop,Jupyter Notebook,2022-03-10T04:34:31Z,2023-12-06T13:02:04Z,26,9,0,Apache License 2.0
68,NLP-HuggingFace-Tutorial,friedrichor,,https://github.com/friedrichor/NLP-HuggingFace-Tutorial,Python,2023-03-11T09:15:20Z,2024-05-29T03:00:56Z,28,7,0,MIT License
69,HuggingFace-on-Azure-Databricks,Azure,Sample notebooks for optimized training and inference of Hugging Face models on Azure Databricks,https://github.com/Azure/HuggingFace-on-Azure-Databricks,Jupyter Notebook,2022-09-15T18:30:51Z,2024-05-15T14:42:31Z,12,13,0,MIT License
70,HuggingFace-Transformers-Model-Docker-Container,aslanismailgit,HuggingFace Transformers Model Docker Container,https://github.com/aslanismailgit/HuggingFace-Transformers-Model-Docker-Container,Python,2021-08-16T11:32:58Z,2024-09-27T11:31:32Z,16,11,0,
71,starcoder-intellij,videogameaholic,Intellij plugin for StarCoder AI code completion via Hugging Face API.,https://github.com/videogameaholic/starcoder-intellij,Java,2023-06-19T21:43:52Z,2024-06-14T09:07:53Z,26,15,5,Apache License 2.0
72,Open-Source-Models-with-Hugging-Face,ksm26,"""Open Source Models with Hugging Face"" course empowers you with the skills to leverage open-source models from the Hugging Face Hub for various tasks in NLP, audio, image, and multimodal domains.",https://github.com/ksm26/Open-Source-Models-with-Hugging-Face,Jupyter Notebook,2024-03-04T14:32:01Z,2024-09-05T01:39:09Z,17,16,0,
73,transformers-CFG,epfl-dlab,🤗 A specialized library for integrating context-free grammars (CFG) in EBNF with the Hugging Face Transformers,https://github.com/epfl-dlab/transformers-CFG,Python,2023-12-07T13:32:54Z,2024-10-03T07:52:10Z,83,15,22,MIT License
74,RAG_chatabot_with_Langchain,AlaGrine,"A retrieval augmented generation chatbot 🤖 powered by 🔗 Langchain, Cohere, OpenAI, Google Generative AI and Hugging Face 🤗",https://github.com/AlaGrine/RAG_chatabot_with_Langchain,Jupyter Notebook,2024-02-13T21:31:23Z,2024-10-04T07:55:53Z,37,27,1,
75,mbr,ZurichNLP,Minimum Bayes Risk Decoding for Hugging Face Transformers,https://github.com/ZurichNLP/mbr,Python,2023-10-31T15:00:47Z,2024-08-29T08:53:04Z,51,5,1,Apache License 2.0
76,Graphcore-HuggingFace,gradient-ai,A new repo to demonstrate tutorials for using HuggingFace on Graphcore IPUs.,https://github.com/gradient-ai/Graphcore-HuggingFace,Jupyter Notebook,2022-08-08T18:40:31Z,2024-02-09T17:35:13Z,10,10,14,MIT License
77,Hugging-Face-101-ES,omarespejel,Ejercicios para aprender a hacer NLP impulsado por las librerías de Hugging Face.,https://github.com/omarespejel/Hugging-Face-101-ES,Jupyter Notebook,2020-10-29T23:18:18Z,2024-05-28T03:54:01Z,23,9,0,
78,llama_infer,zsc,Inference script for Meta's LLaMA models using Hugging Face wrapper,https://github.com/zsc/llama_infer,Python,2023-03-05T02:39:21Z,2024-08-07T15:45:57Z,110,5,2,MIT License
79,doschgpt,yeokm1,A proof-of-concept ChatGPT and Hugging Face client for DOS with text-to-speech for Sound Blaster compatible systems.,https://github.com/yeokm1/doschgpt,C++,2023-03-24T16:35:41Z,2024-10-06T11:37:53Z,201,13,0,GNU General Public License v3.0
80,csghub,OpenCSGs,"CSGHub is an open-source large model platform just like on-premise version of Hugging Face. You can easily manage models and datasets, deploy model applications and setup model finetune or inference jobs with user interface. CSGHub also provides Python SDK with full compatibility of hf sdk. Join us together to build a safer and more open platform⭐️",https://github.com/OpenCSGs/csghub,Vue,2024-01-12T09:44:48Z,2024-10-05T12:23:02Z,2879,443,27,
81,IntelliNode,intelligentnode,"Access the latest AI models like ChatGPT, LLaMA, Diffusion, Gemini Hugging face, and beyond through a unified prompt layer and performance evaluation",https://github.com/intelligentnode/IntelliNode,JavaScript,2023-04-17T00:39:33Z,2024-09-22T19:03:51Z,225,15,7,Apache License 2.0
82,hugie,MantisAI,Command Line Interface for Hugging Face Inference Endpoints,https://github.com/MantisAI/hugie,Python,2022-10-19T13:23:22Z,2024-08-07T15:46:25Z,65,4,11,MIT License
83,RVC-Models-Downloader,fumiama,Easy tool to download a batch of files listed in yaml (ex. RVC models in Hugging Face 🤗).,https://github.com/fumiama/RVC-Models-Downloader,Go,2024-04-17T06:50:40Z,2024-10-06T16:01:08Z,89,13,2,GNU Affero General Public License v3.0
84,allora-huggingface-walkthrough,allora-network,Deploying a Hugging Face Model as a Worker Node on the Allora Network,https://github.com/allora-network/allora-huggingface-walkthrough,Shell,2024-07-17T15:35:25Z,2024-09-17T15:24:18Z,6,21,3,
85,synthetic-data-blog,MoritzLaurer,This is the reproduction repository for my 🤗 Hugging Face blog post on synthetic data,https://github.com/MoritzLaurer/synthetic-data-blog,Rich Text Format,2024-02-11T10:37:24Z,2024-09-26T08:36:55Z,59,10,1,Other
86,hfapigo,Kardbord,Unofficial (Golang) Go bindings for the Hugging Face Inference API,https://github.com/Kardbord/hfapigo,Go,2021-11-13T22:29:13Z,2024-10-01T19:31:00Z,59,5,5,MIT License
87,gradio_nlp,chuachinhon,A series of notebooks demonstrating how to build simple NLP web apps with Gradio and Hugging Face transformers,https://github.com/chuachinhon/gradio_nlp,Jupyter Notebook,2021-08-10T07:16:31Z,2024-08-07T13:07:28Z,44,16,1,
88,Using-HuggingFace,RachitBansal,Auxillary content for MLNerdie Delhi's HuggingFace Tutorials,https://github.com/RachitBansal/Using-HuggingFace,Jupyter Notebook,2020-05-24T11:34:22Z,2021-01-01T23:30:27Z,5,9,1,
89,Gradient-HuggingFace,graphcore,Tasks and tutorials using Graphore's IPU with Hugging Face. Originally at https://github.com/gradient-ai/Graphcore-HuggingFace,https://github.com/graphcore/Gradient-HuggingFace,Jupyter Notebook,2023-04-21T11:06:32Z,2024-08-06T01:09:55Z,9,7,3,MIT License
90,spacy-huggingface-pipelines,explosion,💥 Use Hugging Face text and token classification pipelines directly in spaCy,https://github.com/explosion/spacy-huggingface-pipelines,Python,2023-03-22T13:21:21Z,2024-08-20T08:04:22Z,61,5,1,MIT License
91,hf-model-ops,samalba,🤗 MLOps with Hugging Face Spaces and Dagger,https://github.com/samalba/hf-model-ops,Python,2023-05-11T01:11:06Z,2024-08-07T13:07:22Z,45,4,1,MIT License
92,hugging-face-cli-with-codespaces,nogibjj,Repo that allows me to build AI tools on top of Hugging Face,https://github.com/nogibjj/hugging-face-cli-with-codespaces,Python,2022-09-01T19:47:47Z,2023-09-20T13:01:46Z,7,15,1,Creative Commons Zero v1.0 Universal
93,BentoChain,ssheng,"A voice-enabled chatbot application built using of 🦜️🔗 LangChain, text-to-speech, and speech-to-text models from  🤗 Hugging Face, and 🍱 BentoML.",https://github.com/ssheng/BentoChain,Python,2023-04-04T21:41:33Z,2024-08-23T13:57:55Z,186,22,3,
94,Twitter-Sentiment-Analysis-with-Deep-Learning-using-BERT,baotramduong,Twitter Sentiment Analysis with Deep Learning using BERT and Hugging Face,https://github.com/baotramduong/Twitter-Sentiment-Analysis-with-Deep-Learning-using-BERT,Jupyter Notebook,2021-08-04T07:35:36Z,2024-09-09T11:24:51Z,17,9,0,
95,finetune-deploy-bert-with-amazon-sagemaker-for-hugging-face,aws-samples,,https://github.com/aws-samples/finetune-deploy-bert-with-amazon-sagemaker-for-hugging-face,Jupyter Notebook,2021-08-09T19:26:29Z,2024-09-12T09:52:12Z,24,17,2,MIT No Attribution
96,multilingual-nmt-mt5,ejmejm,An example of multilingual machine translation using a pretrained version of mt5 from Hugging Face.,https://github.com/ejmejm/multilingual-nmt-mt5,Jupyter Notebook,2021-04-17T08:25:54Z,2024-08-07T13:08:06Z,41,10,1,
97,chat-huggingface,ElonMusk2002,"Template for building a chatbot using TypeScript and Next.js, powered by the Hugging Face API",https://github.com/ElonMusk2002/chat-huggingface,TypeScript,2023-07-28T08:10:43Z,2024-09-09T16:03:23Z,28,11,1,MIT License
98,huggingface-datasets-converter,nateraw,Scripts to convert datasets from various sources to Hugging Face Datasets.,https://github.com/nateraw/huggingface-datasets-converter,Python,2022-06-16T20:49:35Z,2024-07-29T17:17:15Z,57,5,2,
99,united-nations-ner,acoadmarmon,Fine-tuning a Hugging Face BERT model for the United Nations Named Entity Recognition task.,https://github.com/acoadmarmon/united-nations-ner,Jupyter Notebook,2021-05-24T19:52:03Z,2024-03-22T14:45:10Z,31,11,0,
100,hf-rvc,esnya,Retrieval-based Voice Conversion (RVC) implemented with Hugging Face Transformers.,https://github.com/esnya/hf-rvc,Python,2023-04-23T15:30:51Z,2024-09-17T05:31:08Z,60,4,4,MIT License
101,go-huggingface,hupe1980,🤗 Hugging Face Inference Client written in Go,https://github.com/hupe1980/go-huggingface,Go,2023-06-25T07:39:10Z,2024-08-31T00:00:39Z,32,4,4,MIT License
102,wav2vec2-huggingface-demo,bhattbhavesh91,Speech to Text with self-supervised learning based on wav2vec 2.0 framework using Hugging Face's Transformer,https://github.com/bhattbhavesh91/wav2vec2-huggingface-demo,Jupyter Notebook,2021-02-09T14:32:50Z,2024-07-13T09:35:43Z,29,14,1,Apache License 2.0
103,nllb-api,winstxnhdw,"A performant high-throughput CPU-based API for Meta's No Language Left Behind (NLLB) using CTranslate2, hosted on Hugging Face Spaces.",https://github.com/winstxnhdw/nllb-api,Python,2023-05-27T14:40:56Z,2024-10-03T22:27:06Z,84,15,1,
104,hf-endpoints-emulator,huggingface,Local emulator for Hugging Face Inference Endpoints customer handlers,https://github.com/huggingface/hf-endpoints-emulator,Python,2022-11-02T13:30:29Z,2024-07-26T22:45:46Z,24,7,2,MIT License
105,hugging-face-raspberry-pi,modzy,"Deploy, serve, and run a Hugging Face model on a Raspberry Pi with just a few lines of code",https://github.com/modzy/hugging-face-raspberry-pi,Jupyter Notebook,2022-11-11T13:46:09Z,2024-08-07T13:07:21Z,45,6,0,Apache License 2.0
106,cv-parser-huggingface,asimokby,A CV parser built with Hugging Face.,https://github.com/asimokby/cv-parser-huggingface,Python,2022-02-07T16:55:52Z,2024-08-30T16:32:32Z,23,6,3,MIT License
107,hf-gguf-to-ollama,adrienbrault,Dagger functions to import Hugging Face GGUF models into a local ollama instance and optionally push them to ollama.com.,https://github.com/adrienbrault/hf-gguf-to-ollama,TypeScript,2024-03-19T00:26:10Z,2024-10-05T18:25:22Z,109,10,1,MIT License
108,Ytube-qab,AISCIENCES,Question Answering Bot with Hugging Face Transformers,https://github.com/AISCIENCES/Ytube-qab,Jupyter Notebook,2022-12-14T10:43:11Z,2024-09-11T03:12:34Z,6,9,0,
109,ComfyUI-HF,mbrostami,Hugging Face model loaders,https://github.com/mbrostami/ComfyUI-HF,Python,2024-02-10T01:39:31Z,2024-09-25T14:01:16Z,18,4,1,
110,EDDI,labsai,"Prompt & Conversation Management Middleware for Conversational AI APIs such as OpenAI ChatGPT, Facebook Hugging Face, Anthropic Claude, Google Gemini and Ollama. Lean, restful, scalable, and cloud-native. Developed in Java, powered by Quarkus, provided with Docker, and orchestrated with Kubernetes or Openshift.",https://github.com/labsai/EDDI,Java,2016-10-13T13:29:22Z,2024-09-25T15:53:59Z,256,91,4,
111,Transformers-for-NLP-2nd-Edition,Denis2054,"Transformer models from BERT to GPT-4, environments from Hugging Face to OpenAI. Fine-tuning, training, and prompt engineering examples. A bonus section with ChatGPT, GPT-3.5-turbo, GPT-4, and DALL-E including jump starting GPT-4, speech-to-text, text-to-speech, text to image generation with DALL-E, Google Cloud AI,HuggingGPT, and more ",https://github.com/Denis2054/Transformers-for-NLP-2nd-Edition,Jupyter Notebook,2022-03-03T16:18:09Z,2024-10-03T15:11:05Z,788,293,1,MIT License
