,Repository_Name,Owner,Description,URL,Programming_Language,Creation_Date,Last_Updated_Date,Number_of_Stars,Number_of_Forks,Number_of_Open_Issues,License_Type
38,llmops-workshop,aws-samples,,https://github.com/aws-samples/llmops-workshop,Jupyter Notebook,2023-11-14T20:10:14Z,2024-10-05T22:09:55Z,15,5,4,MIT No Attribution
39,motorhead,getmetal,🧠 Motorhead is a memory and information retrieval server for LLMs.,https://github.com/getmetal/motorhead,Rust,2023-03-29T17:16:45Z,2024-10-05T21:38:52Z,851,81,17,Apache License 2.0
40,llmops-project-template,Azure,,https://github.com/Azure/llmops-project-template,Bicep,2024-06-05T19:52:07Z,2024-09-28T12:18:21Z,9,8,0,MIT License
41,llmops-conference-session,meabhishekkumar,"Presentation, Code and Notebooks used in the conference",https://github.com/meabhishekkumar/llmops-conference-session,Jupyter Notebook,2023-08-01T19:18:56Z,2024-05-08T12:22:14Z,9,7,0,
42,aws-llmops-workshop,trankimtung,Operationalize Generative AI applications on AWS,https://github.com/trankimtung/aws-llmops-workshop,Python,2024-02-21T05:56:13Z,2024-07-29T10:41:36Z,6,7,0,MIT No Attribution
43,llm-books,morsoli,利用LLM构建应用实践笔记,https://github.com/morsoli/llm-books,Python,2023-06-12T07:04:32Z,2024-09-27T13:10:30Z,608,40,5,
44,LLMOps,ksm26,"In this course navigates through the LLMOps pipeline, enabling you to preprocess training data for supervised fine-tuning and deploy custom Large Language Models (LLMs).",https://github.com/ksm26/LLMOps,Jupyter Notebook,2024-02-09T12:55:23Z,2024-08-26T12:43:08Z,4,5,0,
45,paddler,distantmagic,Stateful load balancer custom-tailored for llama.cpp,https://github.com/distantmagic/paddler,Go,2024-04-27T18:07:47Z,2024-09-30T23:54:55Z,535,23,5,MIT License
46,rebuff,protectai,LLM Prompt Injection Detector,https://github.com/protectai/rebuff,TypeScript,2023-04-24T05:49:09Z,2024-10-05T07:55:02Z,1085,78,31,Apache License 2.0
47,contoso-chat,Azure-Samples,"This sample has the full End2End process of creating RAG application with Prompty and AI Studio. It includes GPT 3.5 Turbo LLM application code, evaluations, deployment automation with AZD CLI, GitHub actions for evaluation and deployment and intent mapping for multiple LLM task mapping.",https://github.com/Azure-Samples/contoso-chat,Jupyter Notebook,2023-11-29T19:10:30Z,2024-10-03T19:11:19Z,434,2523,5,MIT License
48,autogen,microsoft,A programming framework for agentic AI 🤖,https://github.com/microsoft/autogen,Jupyter Notebook,2023-08-18T11:43:45Z,2024-10-06T16:33:42Z,31610,4595,599,Creative Commons Attribution 4.0 International
49,envd,tensorchord,🏕️ Reproducible development environment,https://github.com/tensorchord/envd,Go,2022-04-11T09:04:19Z,2024-10-03T20:50:44Z,1955,156,145,Apache License 2.0
50,openmodelz,tensorchord,"One-click machine learning deployment (LLM, text-to-image and so on) at scale on any cluster (GCP, AWS, Lambda labs, your home lab, or even a single machine).",https://github.com/tensorchord/openmodelz,Go,2023-07-13T14:50:20Z,2024-08-20T15:04:21Z,239,22,24,Apache License 2.0
51,learning-llms-and-genai-for-dev-sec-ops,jedi4ever,"A set of lessons aimed at anyone learning LLM and generative AI concepts,  with sections on operations and security, as well as development.",https://github.com/jedi4ever/learning-llms-and-genai-for-dev-sec-ops,Jupyter Notebook,2023-09-03T17:34:46Z,2024-10-04T05:03:54Z,250,40,2,
52,chidori,ThousandBirdsInc,A reactive runtime for building durable AI agents,https://github.com/ThousandBirdsInc/chidori,Rust,2023-07-19T23:21:46Z,2024-10-03T07:32:18Z,1260,50,8,MIT License
53,docker-code-interpreter,soulteary,One-click Docker APPs of Open-source Code Interpreter Projects.,https://github.com/soulteary/docker-code-interpreter,Shell,2023-07-24T07:44:36Z,2024-09-26T02:47:24Z,57,13,0,Apache License 2.0
54,bosquet,zmedelis,"Tooling to build LLM applications: prompt templating and composition, agents, LLM memory, and other instruments for builders of AI applications.",https://github.com/zmedelis/bosquet,Clojure,2023-01-01T17:03:29Z,2024-09-25T19:59:16Z,277,18,6,Eclipse Public License 1.0
55,phoenix,Arize-ai,AI Observability & Evaluation,https://github.com/Arize-ai/phoenix,Jupyter Notebook,2022-11-09T23:44:35Z,2024-10-06T14:37:07Z,3568,266,202,Other
56,ray-llm,ray-project,RayLLM - LLMs on Ray,https://github.com/ray-project/ray-llm,Python,2023-05-31T16:42:19Z,2024-09-30T17:32:09Z,1224,91,65,Apache License 2.0
57,LLMOPS,ngtranminhtuan,"NLP/LLM Mlops Pipeline to dev/train/evaluation, scalable deploy and monitoring systems.",https://github.com/ngtranminhtuan/LLMOPS,Jupyter Notebook,2024-03-13T13:32:04Z,2024-09-13T12:21:44Z,16,2,0,MIT License
58,continuous-eval,relari-ai,Data-Driven Evaluation for LLM-Powered Applications,https://github.com/relari-ai/continuous-eval,Python,2023-12-08T21:30:39Z,2024-10-05T19:00:18Z,440,28,14,Apache License 2.0
59,VectorHub,superlinked,"VectorHub is a free, open-source learning website for people (software developers to senior ML architects) interested in adding vector retrieval to their ML stack.",https://github.com/superlinked/VectorHub,Jupyter Notebook,2023-08-21T13:08:13Z,2024-10-02T20:00:14Z,424,102,8,Other
60,llm-guard,protectai,The Security Toolkit for LLM Interactions,https://github.com/protectai/llm-guard,Python,2023-07-27T19:03:13Z,2024-10-06T08:15:26Z,1172,148,19,MIT License
61,openinference,Arize-ai,OpenTelemetry Instrumentation for AI Observability,https://github.com/Arize-ai/openinference,Python,2023-12-26T17:33:58Z,2024-10-06T07:04:53Z,199,33,94,Apache License 2.0
62,SuperAGI,TransformerOptimus,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably.",https://github.com/TransformerOptimus/SuperAGI,Python,2023-05-13T08:55:24Z,2024-10-06T14:51:59Z,15341,1849,183,MIT License
63,LLMStack,trypromptly,"No-code multi-agent framework to build LLM Agents, workflows and applications with your data",https://github.com/trypromptly/LLMStack,Python,2023-08-06T00:39:25Z,2024-10-05T16:47:10Z,1496,223,7,Other
64,gateway,Portkey-AI,"A Blazing Fast AI Gateway with integrated Guardrails. Route to 200+ LLMs, 50+ AI Guardrails with 1 fast & friendly API.",https://github.com/Portkey-AI/gateway,TypeScript,2023-08-23T11:52:47Z,2024-10-06T12:45:55Z,6011,410,79,MIT License
65,SuperKnowa,ibm-ecosystem-engineering,Build Enterprise RAG (Retriver Augmented Generation) Pipelines to tackle various Generative AI use cases with LLM's by simply plugging componants like Lego pieces. This repo is intended for IBM Ecosystem partners. ,https://github.com/ibm-ecosystem-engineering/SuperKnowa,Jupyter Notebook,2023-06-20T15:22:18Z,2024-10-01T14:22:03Z,104,26,4,Apache License 2.0
66,composio,ComposioHQ,Composio equip's your AI agents & LLMs with 100+ high-quality integrations via function calling,https://github.com/ComposioHQ/composio,Python,2024-02-23T13:58:27Z,2024-10-06T16:48:35Z,8735,3219,52,Other
67,llm-python,onlyphantom,"Large Language Models (LLMs) tutorials & sample scripts, ft. langchain, openai, llamaindex, gpt, chromadb & pinecone",https://github.com/onlyphantom/llm-python,Jupyter Notebook,2023-04-06T12:38:17Z,2024-10-06T11:59:44Z,673,264,5,MIT License
68,evidently,evidentlyai,"Evidently is ​​an open-source ML and LLM observability framework. Evaluate, test, and monitor any AI-powered system or data pipeline. From tabular data to Gen AI. 100+ metrics.",https://github.com/evidentlyai/evidently,Jupyter Notebook,2020-11-25T15:20:08Z,2024-10-06T13:02:44Z,5203,587,192,Apache License 2.0
69,BigBertha,aishwaryaprabhat,BigBertha is an architecture design that demonstrates how automated LLMOps (Large Language Models Operations) can be achieved on any Kubernetes cluster using open source container-native technologies 🌟,https://github.com/aishwaryaprabhat/BigBertha,Python,2023-10-12T05:09:05Z,2024-08-20T09:42:49Z,26,7,0,Apache License 2.0
70,vllm,vllm-project,A high-throughput and memory-efficient inference and serving engine for LLMs,https://github.com/vllm-project/vllm,Python,2023-02-09T11:23:20Z,2024-10-06T17:05:15Z,27893,4114,2059,Apache License 2.0
71,lorax,predibase,Multi-LoRA inference server that scales to 1000s of fine-tuned LLMs,https://github.com/predibase/lorax,Python,2023-10-20T18:19:49Z,2024-10-05T07:31:51Z,2129,140,138,Apache License 2.0
72,langsight,samee99,LLMOps repository for analyzing and optimizing interactions with Large Language Models,https://github.com/samee99/langsight,Python,2023-04-06T21:13:49Z,2024-03-13T04:24:29Z,8,3,0,MIT License
73,BentoML,bentoml,"The easiest way to serve AI apps and models - Build reliable Inference APIs, LLM apps, Multi-model chains, RAG service, and much more!",https://github.com/bentoml/BentoML,Python,2019-04-02T01:39:27Z,2024-10-06T03:34:22Z,7035,781,170,Apache License 2.0
74,llmops-with-haystack,lfunderburk,Retrieval Augmented Generation applications,https://github.com/lfunderburk/llmops-with-haystack,Jupyter Notebook,2023-09-22T00:41:40Z,2024-03-13T04:22:54Z,27,2,0,Apache License 2.0
75,llm-cost-estimator,isEmmanuelOlowe,Estimating hardware and cloud costs of LLMs and transformer projects,https://github.com/isEmmanuelOlowe/llm-cost-estimator,TypeScript,2023-06-17T19:06:59Z,2024-09-25T16:42:43Z,10,6,1,MIT License
76,rtp-llm,alibaba,RTP-LLM: Alibaba's high-performance LLM inference engine for diverse applications.,https://github.com/alibaba/rtp-llm,C++,2023-12-27T08:22:59Z,2024-10-02T19:04:37Z,522,48,17,Apache License 2.0
77,llmos,llmos-ai,"An Open Source, Cloud-native LLMOps Platform.",https://github.com/llmos-ai/llmos,Go,2024-04-13T07:52:46Z,2024-10-04T15:10:13Z,8,2,0,Apache License 2.0
78,AI-Senior,Logisx,"AI Assistant, an end-to-end LLMOps project, fine-tuned to provide support for coding and design questions based on the latest trends in the industry.",https://github.com/Logisx/AI-Senior,Jupyter Notebook,2023-12-09T13:37:13Z,2024-05-13T02:06:06Z,15,6,0,MIT License
79,raga-llm-hub,raga-ai-hub,"Framework for LLM evaluation, guardrails and security",https://github.com/raga-ai-hub/raga-llm-hub,Python,2024-03-02T18:32:13Z,2024-10-03T16:09:27Z,96,8,2,Other
80,cube-studio,tencentmusic,cube studio开源云原生一站式机器学习/深度学习/大模型AI平台，支持sso登录，多租户，大数据平台对接，notebook在线开发，拖拉拽任务流pipeline编排，多机多卡分布式训练，超参搜索，推理服务VGPU，边缘计算，serverless，标注平台，自动化标注，数据集管理，大模型微调，vllm大模型推理，llmops，私有知识库，AI模型应用商店，支持模型一键开发/推理/微调，支持国产cpu/gpu/npu芯片，支持RDMA，支持pytorch/tf/mxnet/deepspeed/paddle/colossalai/horovod/spark/ray/volcano分布式,https://github.com/tencentmusic/cube-studio,Jupyter Notebook,2021-08-17T08:54:14Z,2024-10-05T15:09:48Z,3513,623,31,Other
81,prometheus-eval,prometheus-eval,Evaluate your LLM's response with Prometheus and GPT4 💯,https://github.com/prometheus-eval/prometheus-eval,Python,2024-04-18T17:19:09Z,2024-10-05T20:26:59Z,766,47,3,Apache License 2.0
82,ragtime-package,recitalAI,Ragtime🎹 is an LLMOps framework to automate testing and comparison for text to text large language models,https://github.com/recitalAI/ragtime-package,Python,2024-03-25T09:27:31Z,2024-09-12T10:02:11Z,9,4,2,MIT License
83,Introduction-to-MLOps-LLMOps-UA,dmytro-spodarets,,https://github.com/dmytro-spodarets/Introduction-to-MLOps-LLMOps-UA,Jupyter Notebook,2023-07-13T01:16:16Z,2024-07-22T06:54:18Z,28,2,0,
84,Real-Time-pipeline-LLM-Financial-Advisor,roy2392,An Interfernce RAG-based LLM Pipeline with Best Practice LLMOps ,https://github.com/roy2392/Real-Time-pipeline-LLM-Financial-Advisor,Python,2024-08-20T07:38:35Z,2024-09-12T13:13:08Z,11,2,0,
85,portkey-python-sdk,Portkey-AI,"Build reliable, secure, and production-ready AI apps easily.",https://github.com/Portkey-AI/portkey-python-sdk,Python,2023-08-28T06:49:48Z,2024-09-25T10:25:57Z,40,15,9,MIT License
86,dify,langgenius,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production.",https://github.com/langgenius/dify,TypeScript,2023-04-12T07:40:24Z,2024-10-06T16:58:20Z,47185,6704,330,Other
87,tonic_validate,TonicAI,Metrics to evaluate the quality of responses of your Retrieval Augmented Generation (RAG) applications.,https://github.com/TonicAI/tonic_validate,Python,2023-10-23T21:38:11Z,2024-09-25T13:13:31Z,253,27,16,MIT License
88,Chatbot_FutFut,ddsntc1,LLMOps,https://github.com/ddsntc1/Chatbot_FutFut,Jupyter Notebook,2024-05-31T09:52:35Z,2024-07-05T01:13:35Z,2,2,0,MIT License
89,sunholo-py,sunholo-data,A python library to enable GenAI and LLMOps within Google Cloud Platform,https://github.com/sunholo-data/sunholo-py,Python,2023-11-14T14:53:19Z,2024-10-04T09:42:50Z,11,2,5,Apache License 2.0
90,llmops,wenqiglantz,A collection of notebooks related to LLMOps,https://github.com/wenqiglantz/llmops,Jupyter Notebook,2024-01-19T02:44:58Z,2024-07-27T17:24:16Z,5,2,0,
91,trubrics-sdk,trubrics,Product analytics for AI Assistants,https://github.com/trubrics/trubrics-sdk,Python,2022-01-19T17:40:44Z,2024-08-13T08:49:19Z,128,25,4,Apache License 2.0
92,AGiXT,Josh-XT,"AGiXT is a dynamic AI Agent Automation Platform that seamlessly orchestrates instruction management and complex task execution across diverse AI providers. Combining adaptive memory, smart features, and a versatile plugin system, AGiXT delivers efficient and comprehensive AI solutions.",https://github.com/Josh-XT/AGiXT,Python,2023-04-17T19:35:00Z,2024-10-06T12:50:23Z,2619,349,5,MIT License
93,llm-inference-solutions,mani-kantap,A collection of all available inference solutions for the LLMs,https://github.com/mani-kantap/llm-inference-solutions,,2023-07-23T20:39:23Z,2024-09-29T15:47:29Z,70,3,0,MIT License
94,aegis,automorphic-ai,Self-hardening firewall for large language models,https://github.com/automorphic-ai/aegis,Python,2023-06-18T10:56:09Z,2024-09-26T11:16:00Z,255,6,0,MIT License
95,llm-app,pathwaycom,"Dynamic RAG for enterprise. Ready to run with Docker,⚡in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, and more.",https://github.com/pathwaycom/llm-app,,2023-07-19T08:43:37Z,2024-10-06T15:09:56Z,4225,217,6,MIT License
96,uptrain,uptrain-ai,"UpTrain is an open-source unified platform to evaluate and improve Generative AI applications. We provide grades for 20+ preconfigured checks (covering language, code, embedding use-cases), perform root cause analysis on failure cases and give insights on how to resolve them.",https://github.com/uptrain-ai/uptrain,Python,2022-11-07T07:29:06Z,2024-10-05T02:30:27Z,2184,191,50,Apache License 2.0
97,pointstorm,xsfa,Real-time embeddings for data on the move,https://github.com/xsfa/pointstorm,Python,2023-04-16T03:47:06Z,2024-05-10T20:02:22Z,20,3,0,Apache License 2.0
98,jina,jina-ai,☁️ Build multimodal AI applications with cloud-native stack,https://github.com/jina-ai/jina,Python,2020-02-13T17:04:44Z,2024-10-06T14:39:15Z,21009,2213,22,Apache License 2.0
99,aitour-llmops-with-gen-ai-tools,microsoft,AI Tour 2025 BRK451 Code-First LLMOps from Prototype to Production with GenAI Tools,https://github.com/microsoft/aitour-llmops-with-gen-ai-tools,,2024-07-09T12:45:07Z,2024-09-26T17:44:00Z,10,3,0,MIT License
100,LLMstudio,TensorOpsAI,Framework to bring LLM applications to production,https://github.com/TensorOpsAI/LLMstudio,TypeScript,2023-07-24T09:16:13Z,2024-10-01T16:35:41Z,252,28,24,Mozilla Public License 2.0
101,bisheng,dataelement,"BISHENG is an open LLM devops platform for next generation Enterprise AI applications. Powerful and comprehensive features include: GenAI workflow, RAG, Agent, Unified model management, Evaluation, SFT, Dataset Management, Enterprise-level System Management, Observability and more.",https://github.com/dataelement/bisheng,Python,2023-08-28T10:00:24Z,2024-10-06T06:24:59Z,8645,1602,55,Apache License 2.0
102,runbooks,substratusai,Finetune LLMs on K8s by using Runbooks,https://github.com/substratusai/runbooks,Go,2023-06-19T23:59:04Z,2024-08-28T14:13:23Z,168,14,63,Other
103,vigil-llm,deadbits,"⚡ Vigil ⚡  Detect prompt injections, jailbreaks, and other potentially risky Large Language Model (LLM) inputs",https://github.com/deadbits/vigil-llm,Python,2023-09-04T17:02:21Z,2024-10-06T16:58:22Z,303,35,16,Apache License 2.0
104,aici,microsoft,AICI: Prompts as (Wasm) Programs,https://github.com/microsoft/aici,Rust,2023-09-26T21:33:16Z,2024-10-04T05:06:08Z,1916,78,39,MIT License
105,spelltest,artas728,AI-to-AI Testing | Simulation framework for LLM-based applications,https://github.com/artas728/spelltest,Python,2023-09-12T20:25:35Z,2024-08-05T04:50:04Z,136,8,0,MIT License
106,agenta,Agenta-AI,"The all-in-one LLM developer platform: prompt management, evaluation, human feedback, and deployment all in one place.",https://github.com/Agenta-AI/agenta,Python,2023-04-26T09:54:28Z,2024-10-06T13:14:28Z,1200,183,79,MIT License
107,promptfoo,promptfoo,"Test your prompts, agents, and RAGs. Red teaming, pentesting, and vulnerability scanning for LLMs. Compare performance of GPT, Claude, Gemini, Llama, and more. Simple declarative configs with command line and CI/CD integration.",https://github.com/promptfoo/promptfoo,TypeScript,2023-04-28T15:48:49Z,2024-10-06T16:01:10Z,4368,325,104,MIT License
108,hands-on-llms,iusztinpaul,"🦖 𝗟𝗲𝗮𝗿𝗻 about 𝗟𝗟𝗠𝘀, 𝗟𝗟𝗠𝗢𝗽𝘀, and 𝘃𝗲𝗰𝘁𝗼𝗿 𝗗𝗕𝘀 for free by designing, training, and deploying a real-time financial advisor LLM system ~ 𝘴𝘰𝘶𝘳𝘤𝘦 𝘤𝘰𝘥𝘦 + 𝘷𝘪𝘥𝘦𝘰 & 𝘳𝘦𝘢𝘥𝘪𝘯𝘨 𝘮𝘢𝘵𝘦𝘳𝘪𝘢𝘭𝘴",https://github.com/iusztinpaul/hands-on-llms,Jupyter Notebook,2023-06-28T06:23:06Z,2024-10-06T11:42:02Z,3013,464,16,MIT License
109,llm.report,dillionverma,"📊 llm.report is an open-source logging and analytics platform for OpenAI: Log your ChatGPT API requests, analyze costs, and improve your prompts.",https://github.com/dillionverma/llm.report,TypeScript,2023-04-25T20:22:40Z,2024-10-03T23:54:17Z,938,77,20,GNU General Public License v3.0
110,starcloud-llmops-ui-admin,Starcloud-Cloud,,https://github.com/Starcloud-Cloud/starcloud-llmops-ui-admin,Vue,2023-05-30T05:34:56Z,2024-03-14T23:34:00Z,3,3,0,MIT License
111,end-to-end-llmops-pipeline,100daysofdevops,,https://github.com/100daysofdevops/end-to-end-llmops-pipeline,HTML,2024-08-11T14:35:12Z,2024-08-13T02:11:00Z,8,2,0,
112,LLM-Engineers-Handbook,PacktPublishing,,https://github.com/PacktPublishing/LLM-Engineers-Handbook,Python,2024-04-09T10:56:03Z,2024-10-06T17:03:51Z,28,7,1,MIT License
113,llm-api-starterkit,tleers,"Beginner-friendly repository for launching your first LLM API with Python, LangChain and FastAPI, using local models or the OpenAI API.",https://github.com/tleers/llm-api-starterkit,Python,2023-05-29T21:38:10Z,2024-09-28T10:56:31Z,95,11,0,
